n_size,option,measurement_unit,mean
100000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.8463850021362305e-06
100000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.378239313761393e-06
100000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.22217051188151e-06
12000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.8358230590820313e-06
12000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.143350654178195e-06
12000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.0093064308166504e-06
20000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.8287301063537598e-06
20000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.231492678324381e-06
20000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.014452298482259e-06
2000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.8575588862101236e-06
2000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.311951001485189e-06
2000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.163169860839844e-06
300000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.8613417943318684e-06
300000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.527052243550619e-06
300000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.229927062988281e-06
6000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.88344054751926e-06
6000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.0665600034925675e-06
6000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.056493441263835e-06
70000,dac_vector - 0 - MinMaxLTTBDownsampler,seconds,1.8465518951416016e-06
70000,dac_vector - 10 - MinMaxLTTBDownsampler,seconds,4.348285992940267e-06
70000,dac_vector - 5 - MinMaxLTTBDownsampler,seconds,4.231023788452149e-06
